report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
13208,banking_apk_scams,True,SYN-013208,b0f59e4b3c291368aae0df45846ea6f54776e9a89b9017d9206e34e5a385f20e.apk,60.69MB,a73f7ed4dfb69fac72bb03784b46ee0c,8808dccaee3bf199fcfefeb3f85c48ecb3f8ac52,b0f59e4b3c291368aae0df45846ea6f54776e9a89b9017d9206e34e5a385f20e,,app.dev.vnyohfhc,app.dev.vnyohfhc.MainActivity,28,18,,6.3.12,6196445,26,HIGH RISK,C,,2,10,2,1,3,3,8,11,8,3,7,0,7,True,False,True,True,False,"C=US, O=AppDev, CN=Release Key","C=US, O=AppDev, CN=Release Key",2015-10-16 00:00:00+00:00,2047-06-11 00:00:00+00:00,3,2,2,2,7,1,0,14,9,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.GET_ACCOUNTS;android.permission.INSTALL_PACKAGES;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_MEDIA_VIDEO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS,9/25,5/44,False,True,False,False,False,False,True
13209,banking_apk_scams,True,SYN-013209,9b5ffe05707f8e436cfc32aaf8febf1963fade24bac738ee602f878b238c3e86.apk,10.7MB,45ded87a5e401216c258fc12daa93ef4,063896ad5faf7442f7834184c7e19b6971b45daa,9b5ffe05707f8e436cfc32aaf8febf1963fade24bac738ee602f878b238c3e86,DirectLoan Mobile,net.tech.jzzvcdbrcs,net.tech.jzzvcdbrcs.MainActivity,35,14,,3.6.29,3090669,24,HIGH RISK,C,,2,7,3,3,3,2,17,2,4,2,17,2,1,True,False,True,False,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2023-04-03 00:00:00+00:00,2049-04-12 00:00:00+00:00,3,2,0,2,4,2,0,19,10,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SEND_SMS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH;android.permission.CALL_PHONE;android.permission.INSTALL_PACKAGES;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.POST_NOTIFICATIONS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SEND_SMS;android.permission.USE_CREDENTIALS;android.permission.VIBRATE;android.permission.WRITE_SETTINGS,10/25,9/44,True,False,True,False,False,True,False
13210,banking_apk_scams,True,SYN-013210,ed286139e303b7b0255932429e125fc9a10fd0939251a9d0a9873d9aa3cc038b.apk,65.36MB,1df76f5a0b5f7d2bfc76852b5866144b,65e0646d7b0667354bb0de89747bfc4313d9b815,ed286139e303b7b0255932429e125fc9a10fd0939251a9d0a9873d9aa3cc038b,MyCash Online,xyz.systems.xdbmzy,xyz.systems.xdbmzy.MainActivity,30,9,,9.5.99,7648785,24,HIGH RISK,D,7/450,3,8,1,2,0,19,2,10,1,12,1,0,0,True,True,True,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2014-07-08 00:00:00+00:00,2041-03-22 00:00:00+00:00,0,1,1,2,1,1,0,19,10,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_COARSE_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_PHONE_STATE;android.permission.SCHEDULE_EXACT_ALARM;android.permission.USE_CREDENTIALS;android.permission.USE_FINGERPRINT;android.permission.WAKE_LOCK;android.permission.WRITE_CALL_LOG,10/25,9/44,True,False,True,False,False,True,False
13211,banking_apk_scams,True,SYN-013211,4a818e84011a9d4a8ab7fad7b30a81ed51aa301edbf4e12ef03bd48906098910.apk,15.54MB,915012d5a8e839f067e53406132d89df,01c3abc83b4be5d7407a2faeb733de02619101f0,4a818e84011a9d4a8ab7fad7b30a81ed51aa301edbf4e12ef03bd48906098910,NationalCash Plus,app.team.mleaa,app.team.mleaa.MainActivity,34,26,,6.4.9,6310134,56,MEDIUM RISK,C,,0,3,2,0,3,4,8,0,1,4,6,0,1,True,True,True,False,False,"C=US, O=MyCompany, CN=NationalCash Plus","C=US, O=MyCompany, CN=NationalCash Plus",2014-12-02 00:00:00+00:00,2042-02-22 00:00:00+00:00,1,2,1,0,1,1,0,8,5,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.INTERNET;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SYNC_SETTINGS,5/25,3/44,False,False,False,False,False,False,False
13212,banking_apk_scams,True,SYN-013212,d5205f2b1380bdd29c98674bf51b91a6cc44b162cfc05b5ebf909386db4a309c.apk,7.95MB,ba3f65b2a920b12108cbba1e9864fe66,371dc4ab531f3a561fd0b27a17800f2f1e337224,d5205f2b1380bdd29c98674bf51b91a6cc44b162cfc05b5ebf909386db4a309c,DigitalTransfer Hub,com.labs.sbjndaetia,com.labs.sbjndaetia.MainActivity,34,24,,7.3.96,8156964,57,MEDIUM RISK,B,3/400,0,1,0,1,3,21,6,3,0,12,1,0,0,True,False,True,True,False,"C=US, O=AppDev, CN=DigitalTransfer Hub","C=US, O=AppDev, CN=DigitalTransfer Hub",2014-12-06 00:00:00+00:00,2040-01-24 00:00:00+00:00,0,1,0,0,7,1,0,10,4,android.permission.DISABLE_KEYGUARD;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_SMS;android.permission.WRITE_SMS,android.permission.CHANGE_CONFIGURATION;android.permission.DISABLE_KEYGUARD;android.permission.INTERNET;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_AUDIO;android.permission.READ_SMS;android.permission.SET_WALLPAPER;android.permission.USE_BIOMETRIC;android.permission.WRITE_SMS;com.google.android.c2dm.permission.RECEIVE,4/25,6/44,True,True,False,True,False,False,True
13213,banking_apk_scams,True,SYN-013213,7ef15e0f3cf361920a282283da44e7ef40f79df21f1f2f6ef632f3bb8f568fe3.apk,43.72MB,997df227b16f22fcf08f7d472bcb107b,82cbff789844ee45952773ccde4d4713f73096c0,7ef15e0f3cf361920a282283da44e7ef40f79df21f1f2f6ef632f3bb8f568fe3,DigitalBank App,xyz.solutions.smgpzqml,xyz.solutions.smgpzqml.MainActivity,23,15,,3.1.43,8322213,40,MEDIUM RISK,B,,2,3,1,0,2,14,5,9,2,2,2,0,1,True,True,True,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2022-02-08 00:00:00+00:00,2032-08-01 00:00:00+00:00,1,1,0,1,2,1,0,8,5,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CHANGE_CONFIGURATION;android.permission.FOREGROUND_SERVICE;android.permission.REORDER_TASKS;android.permission.SEND_SMS;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,5/25,3/44,False,False,False,False,False,True,False
13214,banking_apk_scams,True,SYN-013214,b2e1825f2b828f4f053d274a68ee23e807f9525633e017bed7fd08b965501846.apk,52.46MB,0eda36cd02641136d0e21883b51ed20b,838481c107de0e4f4bd4a666bc6e22c5147bbee8,b2e1825f2b828f4f053d274a68ee23e807f9525633e017bed7fd08b965501846,DigitalRemit Online,com.corp.jfjahvdz,com.corp.jfjahvdz.MainActivity,27,26,,9.8.11,4603387,48,MEDIUM RISK,B,,0,1,3,0,2,5,13,10,5,5,3,0,2,True,False,True,False,False,"C=US, O=Android, CN=DigitalRemit Online","C=US, O=Android, CN=DigitalRemit Online",2018-10-26 00:00:00+00:00,2031-11-10 00:00:00+00:00,2,1,0,2,5,2,0,21,11,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH;android.permission.BROADCAST_STICKY;android.permission.EXPAND_STATUS_BAR;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.USE_BIOMETRIC;android.permission.WRITE_CONTACTS;android.permission.WRITE_SETTINGS;android.permission.WRITE_SYNC_SETTINGS;com.google.android.c2dm.permission.RECEIVE,11/25,10/44,True,False,False,False,False,False,True
13215,banking_apk_scams,True,SYN-013215,9c061d4d2d173c85a1c79e6fb868887b59bdb0d2acdd47c1e50a80109ba0ff1b.apk,2.02MB,4ee0e51aa23bc5ad6240451202a4e3bf,685a324a148fdb967f6c57f493f7e4fca4064e86,9c061d4d2d173c85a1c79e6fb868887b59bdb0d2acdd47c1e50a80109ba0ff1b,PrimeMoney Lite,com.labs.duwiyv,com.labs.duwiyv.MainActivity,24,22,,3.5.54,4496848,58,MEDIUM RISK,C,3/400,2,2,3,2,0,18,1,8,1,12,0,6,1,True,False,True,True,False,"C=US, O=Unknown, CN=PrimeMoney Lite","C=US, O=Unknown, CN=PrimeMoney Lite",2011-05-08 00:00:00+00:00,2040-06-15 00:00:00+00:00,1,2,1,0,0,2,0,10,7,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE,7/25,3/44,False,False,False,False,False,False,False
13216,banking_apk_scams,True,SYN-013216,f20167797a3c15ea4514b40613811b18333dd6eb93320a9b4ffbb1691f3d17d4.apk,22.12MB,e44203524b70154d5da85189a697dea5,5f8377ac35ec94d99c7d0f781a559a6b9437d6b4,f20167797a3c15ea4514b40613811b18333dd6eb93320a9b4ffbb1691f3d17d4,,net.team.bwsm,net.team.bwsm.MainActivity,23,14,,2.8.56,7131546,56,MEDIUM RISK,B,,0,6,2,2,1,12,1,3,5,7,1,0,2,True,False,True,False,False,"C=US, O=MyCompany, CN=Release Key","C=US, O=MyCompany, CN=Release Key",2019-11-07 00:00:00+00:00,2039-02-16 00:00:00+00:00,2,2,0,0,3,2,0,7,5,android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG,android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.PERSISTENT_ACTIVITY;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_EXTERNAL_STORAGE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG,5/25,2/44,False,False,True,True,False,False,True
13217,banking_apk_scams,True,SYN-013217,91269cf1249ded5f95e833b90673a7c71541c819056f1ad08089dde78b17005d.apk,64.62MB,7a39ed2faa05cd9178de57f0fb412589,47b535e7b4ff2c755ba8f386c26a43a1800b565a,91269cf1249ded5f95e833b90673a7c71541c819056f1ad08089dde78b17005d,SafeBank App,app.tech.ibjrsos,app.tech.ibjrsos.MainActivity,18,11,,2.2.44,6904276,32,HIGH RISK,C,5/450,6,5,1,1,3,11,0,14,4,10,0,14,4,True,True,True,False,False,"C=US, O=Unknown, CN=SafeBank App","C=US, O=Unknown, CN=SafeBank App",2016-03-08 00:00:00+00:00,2025-04-13 00:00:00+00:00,3,2,2,1,3,0,0,20,11,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.INTERNET;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_ACCOUNTS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.READ_SMS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.USE_FINGERPRINT;android.permission.VIBRATE;android.permission.WRITE_SETTINGS;android.permission.WRITE_SYNC_SETTINGS;com.google.android.c2dm.permission.RECEIVE,11/25,9/44,True,False,False,False,False,False,False
13218,banking_apk_scams,True,SYN-013218,c852a6c5dc108eca74e5a2a364d3d9cba4ebd3261933a14bd889a3a0772d893b.apk,65.41MB,723d7ee2623020f98abdc39e1f874cc2,a499c0e7fd2fdf3d781ddad7b898aaa839d6c762,c852a6c5dc108eca74e5a2a364d3d9cba4ebd3261933a14bd889a3a0772d893b,,net.labs.kxoxktkups,net.labs.kxoxktkups.MainActivity,28,19,,2.4.79,7615243,46,MEDIUM RISK,C,,3,0,0,0,2,6,0,5,4,1,0,1,0,True,True,False,False,False,"C=US, O=labs, CN=Android Debug","C=US, O=labs, CN=Android Debug",2022-04-02 00:00:00+00:00,2036-10-01 00:00:00+00:00,0,2,2,0,3,0,0,8,1,android.permission.ACCESS_FINE_LOCATION,android.permission.ACCESS_FINE_LOCATION;android.permission.BLUETOOTH;android.permission.GET_TASKS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.PERSISTENT_ACTIVITY;android.permission.USE_FINGERPRINT;android.permission.WAKE_LOCK;com.google.android.c2dm.permission.RECEIVE,1/25,7/44,False,False,False,False,True,True,False
13219,banking_apk_scams,True,SYN-013219,dcbfa5a74c1527656a2d50d5f4c1c249046a0990b58c291c31ec925cd25d1941.apk,41.32MB,bc9884ff727cad67683e092ab3fa7166,93011457bbc52aaa552fb5d2a984e3657c8064c7,dcbfa5a74c1527656a2d50d5f4c1c249046a0990b58c291c31ec925cd25d1941,InstantRemit,xyz.apps.eixm,xyz.apps.eixm.MainActivity,21,10,,9.9.30,1348547,74,LOW RISK,B,,1,4,3,1,2,1,0,3,3,0,0,1,3,True,True,False,False,False,"C=US, O=Unknown, CN=InstantRemit","C=US, O=Unknown, CN=InstantRemit",2014-07-26 00:00:00+00:00,2027-08-02 00:00:00+00:00,0,1,0,0,4,0,0,2,1,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.READ_PHONE_NUMBERS;android.permission.WRITE_EXTERNAL_STORAGE,1/25,1/44,False,False,False,True,False,False,False
13220,banking_apk_scams,True,SYN-013220,00fa6adcbe2ca73a96fdf94df921ab033d858a188ce8cc5527b67410953eb90e.apk,27.26MB,1d023fa11c4a583611c610ade611ca72,d82f020354846546c257fd8711b5a11ced9f5b7e,00fa6adcbe2ca73a96fdf94df921ab033d858a188ce8cc5527b67410953eb90e,,info.soft.btao,info.soft.btao.MainActivity,30,21,,9.9.5,8226147,50,MEDIUM RISK,B,,2,4,3,3,1,8,12,13,0,1,12,1,0,True,False,False,True,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2016-03-17 00:00:00+00:00,2046-06-20 00:00:00+00:00,3,0,2,0,1,2,0,16,7,android.permission.BIND_DEVICE_ADMIN;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CONTACTS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH_ADMIN;android.permission.GET_ACCOUNTS;android.permission.GET_TASKS;android.permission.INSTALL_PACKAGES;android.permission.INTERACT_ACROSS_USERS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_CREDENTIALS;android.permission.WRITE_CONTACTS;com.google.android.c2dm.permission.RECEIVE,7/25,9/44,True,False,False,False,False,True,False
13221,banking_apk_scams,True,SYN-013221,c5261aa8f27413f95fd15756e355d79981d15f0acd615b0ebbfd445ea5aec5d7.apk,32.03MB,9f554ab75d33a0b16100480aa75a5bda,33f14f7d79d525a65f6485a880d753c9359ff8b2,c5261aa8f27413f95fd15756e355d79981d15f0acd615b0ebbfd445ea5aec5d7,QuickFund Connect,com.dev.gkynstf,com.dev.gkynstf.MainActivity,22,20,,9.6.0,3308168,25,HIGH RISK,C,2/432,0,5,1,2,0,6,0,0,2,3,0,0,0,True,False,False,False,False,"C=US, O=Unknown, CN=QuickFund Connect","C=US, O=Unknown, CN=QuickFund Connect",2021-06-19 00:00:00+00:00,2034-11-13 00:00:00+00:00,2,2,0,1,7,1,0,16,9,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.GET_ACCOUNTS;android.permission.INSTALL_PACKAGES;android.permission.INTERACT_ACROSS_USERS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_IMAGES;android.permission.READ_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SET_WALLPAPER;android.permission.USE_BIOMETRIC;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE,9/25,7/44,True,False,False,False,False,False,True
13222,banking_apk_scams,True,SYN-013222,b680a610ca8433fc1964df945314274bcefb9ec8cc911bf7a113e9d7aae0a9cc.apk,39.14MB,85e77144944ead85a1bd84cb49fb5c1d,4ca3aa8f5369901c6b50d11ac0474be51733c0f8,b680a610ca8433fc1964df945314274bcefb9ec8cc911bf7a113e9d7aae0a9cc,,info.group.opvt,info.group.opvt.MainActivity,17,13,,1.4.44,2112988,22,HIGH RISK,C,,1,5,2,3,1,14,8,11,1,4,1,4,1,True,True,True,False,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2018-11-23 00:00:00+00:00,2050-07-02 00:00:00+00:00,3,0,1,0,5,2,0,13,9,android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG,android.permission.ACCESS_NETWORK_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SMS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_BIOMETRIC;android.permission.WRITE_CALL_LOG,9/25,4/44,True,False,True,False,False,True,True
13223,banking_apk_scams,True,SYN-013223,341c0c936cbf5b3ff684e585fa0686b49a481602d8fee39a80c7953870c4c456.apk,30.93MB,6b785cd3f7f774ab474f3e7112ce3086,83647962f6fbb8ac12b203a44343d569c2bdfcc2,341c0c936cbf5b3ff684e585fa0686b49a481602d8fee39a80c7953870c4c456,,com.services.egnnnaycfz,com.services.egnnnaycfz.MainActivity,25,15,,6.0.90,7005469,35,HIGH RISK,C,,0,4,0,1,0,3,10,2,4,2,9,1,4,True,True,True,False,False,"C=US, O=AppDev, CN=Release Key","C=US, O=AppDev, CN=Release Key",2019-05-25 00:00:00+00:00,2038-09-09 00:00:00+00:00,2,0,0,2,4,0,0,15,9,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_CONTACTS,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.GET_TASKS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_SYNC_SETTINGS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WAKE_LOCK;android.permission.WRITE_CONTACTS,9/25,6/44,False,False,False,False,False,False,False
